ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
10,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186255527,SCOPUS_ID:85186255527,2-s2.0-85186255527,SlumberNet: deep learning classification of sleep stages using residual neural networks,Jha P.K.,Scientific Reports,,10.1038/s41598-024-54727-0,University of Pennsylvania Perelman School of Medicine,
11,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186253914,SCOPUS_ID:85186253914,2-s2.0-85186253914,The topology of interpersonal neural network in weak social ties,Kurihara Y.,Scientific Reports,,10.1038/s41598-024-55495-7,Waseda University,
12,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186251782,SCOPUS_ID:85186251782,2-s2.0-85186251782,A review on traditional Chinese medicine natural products and acupuncture intervention for Alzheimer’s disease based on the neuroinflammatory,Chen Z.,Chinese Medicine (United Kingdom),,10.1186/s13020-024-00900-6,Tianjin University of Traditional Chinese Medicine,
13,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186250675,SCOPUS_ID:85186250675,2-s2.0-85186250675,An improved V-Net lung nodule segmentation model based on pixel threshold separation and attention mechanism,Ma X.,Scientific Reports,,10.1038/s41598-024-55178-3,Nanyang Normal University,
14,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186246781,SCOPUS_ID:85186246781,2-s2.0-85186246781,Recognition of others’ interoceptive states in those with and without eating disorders,Gajperia C.,BMC Psychiatry,,10.1186/s12888-024-05615-4,"Royal Holloway, University of London",
15,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186246173,SCOPUS_ID:85186246173,2-s2.0-85186246173,Net valence analysis of iris recognition technology-based FinTech,Al-Debei M.M.,Financial Innovation,,10.1186/s40854-023-00509-y,"School of Business University of Jordan, Al-Ahliyya Amman University",
16,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186243650,SCOPUS_ID:85186243650,2-s2.0-85186243650,Alternative polyadenylation profiles of susceptible and resistant rice (Oryza sativa L.) in response to bacterial leaf blight using RNA-seq,Liu S.,BMC Plant Biology,,10.1186/s12870-024-04839-6,Jiangxi Agricultural University,
17,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186242092,SCOPUS_ID:85186242092,2-s2.0-85186242092,"The role of male scent in female attraction in the bank vole, Myodes glareolus",Coombes H.A.,Scientific Reports,,10.1038/s41598-024-55235-x,"University of Oxford, University of Liverpool",
18,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186239170,SCOPUS_ID:85186239170,2-s2.0-85186239170,A hybrid model for stock price prediction based on multi-view heterogeneous data,Long W.,Financial Innovation,,10.1186/s40854-023-00519-w,"University of Chinese Academy of Sciences, Chinese Academy of Sciences",
19,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186237081,SCOPUS_ID:85186237081,2-s2.0-85186237081,Transcriptomic meta-analysis to identify potential antifungal targets in Candida albicans,Hefny Z.A.,BMC Microbiology,,10.1186/s12866-024-03213-8,KU Leuven,
20,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186234031,SCOPUS_ID:85186234031,2-s2.0-85186234031,Integrating imaging and genomic data for the discovery of distinct glioblastoma subtypes: a joint learning approach,Guo J.,Scientific Reports,,10.1038/s41598-024-55072-y,"Penn Medicine, University of Pennsylvania",
21,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186233185,SCOPUS_ID:85186233185,2-s2.0-85186233185,Security-oriented steganographic payload allocation for multi-remote sensing images,Wu T.,Scientific Reports,,10.1038/s41598-024-55474-y,Nanchang University,
22,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186232316,SCOPUS_ID:85186232316,2-s2.0-85186232316,Artificial intelligence-based model for predicting pulmonary arterial hypertension on chest x-ray images,Imai S.,BMC Pulmonary Medicine,,10.1186/s12890-024-02891-4,"Graduate School of Medicine, Chibaken Saiseikai Narashino Hospital",
23,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186232234,SCOPUS_ID:85186232234,2-s2.0-85186232234,SiamFDA: feature dynamic activation siamese network for visual tracking,Gu J.,Scientific Reports,,10.1038/s41598-024-55487-7,Sun Yat-Sen University,
24,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186228925,SCOPUS_ID:85186228925,2-s2.0-85186228925,Community detection with Greedy Modularity disassembly strategy,Rustamaji H.C.,Scientific Reports,,10.1038/s41598-024-55190-7,"IPB University, Faculty of Industrial Technology",
25,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186225381,SCOPUS_ID:85186225381,2-s2.0-85186225381,Hypermethylated genome of a fish vertebrate iridovirus ISKNV plays important roles in viral infection,Liang M.,Communications Biology,23993642,10.1038/s42003-024-05919-x,Sun Yat-Sen University,
26,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186223004,SCOPUS_ID:85186223004,2-s2.0-85186223004,Zinc oxide nanoparticles exacerbate skin epithelial cell damage by upregulating pro-inflammatory cytokines and exosome secretion in M1 macrophages following UVB irradiation-induced skin injury,Wang B.J.,Particle and Fibre Toxicology,17438977,10.1186/s12989-024-00571-z,"National Cheng Kung University Hospital, Chia-Nan University of Pharmacy and Science Taiwan",
27,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186220640,SCOPUS_ID:85186220640,2-s2.0-85186220640,Reconfigurable perovskite X-ray detector for intelligent imaging,Pang J.,Nature Communications,20411723,10.1038/s41467-024-46184-0,Huazhong University of Science and Technology,
28,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186219412,SCOPUS_ID:85186219412,2-s2.0-85186219412,Machine learning-based decision support system for orthognathic diagnosis and treatment planning,Du W.,BMC Oral Health,14726831,10.1186/s12903-024-04063-6,"Peking University Hospital of Stomatology, West China School/Hospital of Stomatology Sichuan University",
29,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186219018,SCOPUS_ID:85186219018,2-s2.0-85186219018,Deep-learning image analysis for high-throughput screening of opsono-phagocytosis-promoting monoclonal antibodies against Neisseria gonorrhoeae,Vacca F.,Scientific Reports,20452322,10.1038/s41598-024-55606-4,Monoclonal Antibody Discovery (MAD) Lab,
30,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186215334,SCOPUS_ID:85186215334,2-s2.0-85186215334,Therapeutics for neurodegenerative diseases by targeting the gut microbiome: from bench to bedside,Ma Y.Y.,Translational Neurodegeneration,20479158,10.1186/s40035-024-00404-1,"Daping Hospital, the Third Military Medical University, Third Military Medical University, Chongqing Key Laboratory of Ageing and Brain Diseases",
31,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186215076,SCOPUS_ID:85186215076,2-s2.0-85186215076,Improved tactile speech perception using audio-to-tactile sensory substitution with formant frequency focusing,Fletcher M.D.,Scientific Reports,20452322,10.1038/s41598-024-55429-3,University of Southampton,
32,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186214698,SCOPUS_ID:85186214698,2-s2.0-85186214698,Genomics insights into flowering and floral pattern formation: regional duplication and seasonal pattern of gene expression in Camellia,Hu Z.,BMC Biology,17417007,10.1186/s12915-024-01851-y,"Nanjing Forestry University, Chinese Academy of Forestry",
33,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186210019,SCOPUS_ID:85186210019,2-s2.0-85186210019,Targeted worker removal reveals a lack of flexibility in brood transport specialisation with no compensatory gain in efficiency,McGregor S.,Scientific Reports,20452322,10.1038/s41598-024-55244-w,Université de Lausanne (UNIL),
34,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186207189,SCOPUS_ID:85186207189,2-s2.0-85186207189,Transcriptomic analysis identifies candidate genes for Aphanomyces root rot disease resistance in pea,Kälin C.,BMC Plant Biology,14712229,10.1186/s12870-024-04817-y,Sveriges lantbruksuniversitet,
35,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186198951,SCOPUS_ID:85186198951,2-s2.0-85186198951,"The connectivity indices concept of neutrosophic graph and their application of computer network, highway system and transport network flow",Kaviyarasu M.,Scientific Reports,20452322,10.1038/s41598-024-54104-x,Vel Tech Rangarajan Dr.Sagunthala R&amp;D Institute of Science and Technology,
36,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186197065,SCOPUS_ID:85186197065,2-s2.0-85186197065,The method and implementation of a Taiwan building recognition model based on YOLOX-S and illustration enhancement,Zhuang Y.Y.,"Terrestrial, Atmospheric and Oceanic Sciences",23117680,10.1007/s44195-024-00064-8,National Central University,
37,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186195868,SCOPUS_ID:85186195868,2-s2.0-85186195868,Automatic detection method for tobacco beetles combining multi-scale global residual feature pyramid network and dual-path deformable attention,Chen Y.,Scientific Reports,20452322,10.1038/s41598-024-55347-4,"Mianyang Normal University, Southwest University of Science and Technology",
38,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186195758,SCOPUS_ID:85186195758,2-s2.0-85186195758,PulmoNet: a novel deep learning based pulmonary diseases detection model,Abdulahi A.R.T.,BMC Medical Imaging,14712342,10.1186/s12880-024-01227-2,Kwara State Polytechnic,
39,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186192442,SCOPUS_ID:85186192442,2-s2.0-85186192442,Rapid genomic sequencing for genetic disease diagnosis and therapy in intensive care units: a review,Kingsmore S.F.,npj Genomic Medicine,20567944,10.1038/s41525-024-00404-0,Rady Children's Hospital,
40,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186189673,SCOPUS_ID:85186189673,2-s2.0-85186189673,DeepMCGCN: Multi-channel Deep Graph Neural Networks,Meng L.,International Journal of Computational Intelligence Systems,18756883,10.1007/s44196-024-00432-9,"Qinghai Normal University, The State Key Laboratory of Tibetan Intelligent Information Processing and Application",
41,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186188384,SCOPUS_ID:85186188384,2-s2.0-85186188384,Emerging methods for measuring physical activity using accelerometry in children and adolescents with neuromotor disorders: a narrative review,Petersen B.A.,Journal of NeuroEngineering and Rehabilitation,17430003,10.1186/s12984-024-01327-8,University of Pittsburgh School of Medicine,
42,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186187101,SCOPUS_ID:85186187101,2-s2.0-85186187101,Plant genes related to Phytophthora pathogens resistance,Li Q.,Phytopathology Research,25244167,10.1186/s42483-024-00229-w,"Institute of Botany, Jiangsu Province and Chinese Academy of Science",
43,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186185779,SCOPUS_ID:85186185779,2-s2.0-85186185779,Molecular and clinical analyses of PHF6 mutant myeloid neoplasia provide their pathogenesis and therapeutic targeting,Kubota Y.,Nature Communications,20411723,10.1038/s41467-024-46134-w,Taussig Cancer Center,
44,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186185146,SCOPUS_ID:85186185146,2-s2.0-85186185146,Pseudocryptic diversity and species boundaries in the sea cucumber Stichopus cf. horrens (Echinodermata: Stichopodidae) revealed by mitochondrial and microsatellite markers,Lizano A.M.D.,Scientific Reports,20452322,10.1038/s41598-024-54987-w,"Marine Science Institute, College of Science, University of the Philippines, Diliman, Nord Universitet",
45,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186184591,SCOPUS_ID:85186184591,2-s2.0-85186184591,Enhancing two-stage object detection models via data-driven anchor box optimization in UAV-based maritime SAR,Zhao B.,Scientific Reports,20452322,10.1038/s41598-024-55570-z,Criminal Investigation Police University of China,
46,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186183941,SCOPUS_ID:85186183941,2-s2.0-85186183941,A modified generative adversarial networks with Yolov5 for automated forest health diagnosis from aerial imagery and Tabu search algorithm,Jayagopal P.,Scientific Reports,20452322,10.1038/s41598-024-54399-w,Vellore Institute of Technology,
47,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186178823,SCOPUS_ID:85186178823,2-s2.0-85186178823,Evaluative contexts facilitate implicit mentalizing: relation to the broader autism phenotype and mental health,Wu R.,Scientific Reports,20452322,10.1038/s41598-024-55075-9,UCL Institute of Cognitive Neuroscience,
48,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186177724,SCOPUS_ID:85186177724,2-s2.0-85186177724,Transcriptomics of temperature-sensitive R gene-mediated resistance identifies a WAKL10 protein interaction network,Noel K.,Scientific Reports,20452322,10.1038/s41598-024-53643-7,"University of Hertfordshire, LS Plant Breeding",
49,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186177099,SCOPUS_ID:85186177099,2-s2.0-85186177099,Fully automated kidney image biomarker prediction in ultrasound scans using Fast-Unet++,Oghli M.G.,Scientific Reports,20452322,10.1038/s41598-024-55106-5,Med Fanavaran Plus Co.,
50,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186142701,SCOPUS_ID:85186142701,2-s2.0-85186142701,A framework for demonstrating practical quantum advantage: comparing quantum against classical generative models,Hibat-Allah M.,Communications Physics,23993650,10.1038/s42005-024-01552-6,"Vector Institute, Perimeter Institute for Theoretical Physics, University of Waterloo, Zapata Computing Canada Inc.",
51,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186140764,SCOPUS_ID:85186140764,2-s2.0-85186140764,HormoNet: a deep learning approach for hormone-drug interaction prediction,Emami N.,BMC Bioinformatics,14712105,10.1186/s12859-024-05708-7,School of Management and Medical Informatics,
52,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186139303,SCOPUS_ID:85186139303,2-s2.0-85186139303,Recognition of warheads by range-profile matching with automatic threshold,Tan D.,Eurasip Journal on Advances in Signal Processing,16876180,10.1186/s13634-024-01125-3,Shanghai Jiao Tong University,
53,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186138132,SCOPUS_ID:85186138132,2-s2.0-85186138132,Leveraging Large Language Models for Clinical Abbreviation Disambiguation,Hosseini M.,Journal of Medical Systems,1573689X,10.1007/s10916-024-02049-z,Zand Institute of Higher Education,
54,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186137707,SCOPUS_ID:85186137707,2-s2.0-85186137707,"State-of-the-art non-destructive approaches for maturity index determination in fruits and vegetables: principles, applications, and future directions",Anjali ,"Food Production, Processing and Nutrition",26618974,10.1186/s43014-023-00205-5,Graphic Era Deemed to be University,
55,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186124873,SCOPUS_ID:85186124873,2-s2.0-85186124873,Reconstruction of lithofacies using a supervised Self-Organizing Map: Application in pseudo-wells based on a synthetic geologic cross-section,V.R. C.,Artificial Intelligence in Geosciences,26665441,10.1016/j.aiig.2024.100072,Observatório Nacional,
56,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186123835,SCOPUS_ID:85186123835,2-s2.0-85186123835,A Physics-Informed Neural Operator for the Simulation of Surface Waves,Mathias M.S.,Journal of Offshore Mechanics and Arctic Engineering,1528896X,10.1115/1.4064676,Universidade de São Paulo,
57,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186121071,SCOPUS_ID:85186121071,2-s2.0-85186121071,Multimodal model for the Spanish sentiment analysis in a tourism domain,Monsalve-Pulido J.,Social Network Analysis and Mining,18695469,10.1007/s13278-024-01202-3,Universidad Pedagógica y Tecnológica de Colombia,
58,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186118602,SCOPUS_ID:85186118602,2-s2.0-85186118602,N<sup>6</sup>-methyladenosine-modified circ_104797 sustains cisplatin resistance in bladder cancer through acting as RNA sponges,Xu C.,Cellular and Molecular Biology Letters,16891392,10.1186/s11658-024-00543-3,Hainan Medical University,
59,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186116052,SCOPUS_ID:85186116052,2-s2.0-85186116052,Intelligent Vehicle Violation Detection System Under Human–Computer Interaction and Computer Vision,Ren Y.,International Journal of Computational Intelligence Systems,18756883,10.1007/s44196-024-00427-6,"SEATTLE, CITY OF",
60,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186113186,SCOPUS_ID:85186113186,2-s2.0-85186113186,High-order sensory processing nanocircuit based on coupled VO<inf>2</inf> oscillators,Yang K.,Nature Communications,20411723,10.1038/s41467-024-45992-8,Peking University,
61,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186111532,SCOPUS_ID:85186111532,2-s2.0-85186111532,Data-driven multinomial random forest: a new random forest variant with strong consistency,Chen J.H.,Journal of Big Data,21961115,10.1186/s40537-023-00874-6,Beijing University of Technology,
62,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85186085775,SCOPUS_ID:85186085775,2-s2.0-85186085775,Differences in Physician Performance and Self-rated Confidence on High- and Low-Stakes Knowledge Assessments in Board Certification,Price D.W.,Journal of Continuing Education in the Health Professions,1554558X,10.1097/CEH.0000000000000487,"University of Colorado School of Medicine, American Board of Family Medicine",
63,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185978963,SCOPUS_ID:85185978963,2-s2.0-85185978963,Understanding the capacity of children with congenital unilateral below-elbow deficiency to actuate their affected muscles,Battraw M.A.,Scientific Reports,20452322,10.1038/s41598-024-54952-7,College of Engineering,
64,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185978839,SCOPUS_ID:85185978839,2-s2.0-85185978839,Detecting tail biters by monitoring pig screams in weaning pigs,Heseker P.,Scientific Reports,20452322,10.1038/s41598-024-55336-7,"Georg-August-Universität Göttingen, Tierärztliche Hochschule Hannover",
65,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185978260,SCOPUS_ID:85185978260,2-s2.0-85185978260,A multi-class brain tumor grading system based on histopathological images using a hybrid YOLO and RESNET networks,Elazab N.,Scientific Reports,20452322,10.1038/s41598-024-54864-6,Faculty of Computer and Information,
66,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185976958,SCOPUS_ID:85185976958,2-s2.0-85185976958,Who Let the Dogs Out? Race as Illness in Tezuka Osamu’s Ode to Kirihito,Whaley B.,Journal of Japanese Studies,15494721,10.1353/jjs.2024.a918582,University of Calgary,
67,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185976493,SCOPUS_ID:85185976493,2-s2.0-85185976493,Comparative analysis of emotional facial expression recognition and empathy in children with prader-willi syndrome and autism spectrum disorder,Perosanz A.,BMC Psychology,20507283,10.1186/s40359-024-01590-3,Universidad de Deusto,
68,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185973685,SCOPUS_ID:85185973685,2-s2.0-85185973685,Genome-wide identification of the N<sup>6</sup>-methyladenosine regulatory genes reveals NtFIP37B increases drought resistance of tobacco (Nicotiana tabacum L.),Su H.,BMC Plant Biology,14712229,10.1186/s12870-024-04813-2,"Zhengzhou Tobacco Research Institute of CNTC, Beijing Life Science Academy",
69,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185970760,SCOPUS_ID:85185970760,2-s2.0-85185970760,Broadband thermal imaging using meta-optics,Huang L.,Nature Communications,20411723,10.1038/s41467-024-45904-w,UW College of Engineering,
70,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185970705,SCOPUS_ID:85185970705,2-s2.0-85185970705,Characterization of sucrose nonfermenting-1-related protein kinase 2 (SnRK2) gene family in Haynaldia villosa demonstrated SnRK2.9-V enhances drought and salt stress tolerance of common wheat,Liu J.,BMC Genomics,14712164,10.1186/s12864-024-10114-7,"Zhejiang Chinese Medical University, Nanjing Agricultural University",
71,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185963013,SCOPUS_ID:85185963013,2-s2.0-85185963013,A novel low light object detection method based on the YOLOv5 fusion feature enhancement,Peng D.,Scientific Reports,20452322,10.1038/s41598-024-54428-8,Henan University of Technology,
72,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185962019,SCOPUS_ID:85185962019,2-s2.0-85185962019,The association between synchrony and intellectual productivity in a group discussion : a study using the SenseChair,Manabe M.,Humanities and Social Sciences Communications,26629992,10.1057/s41599-023-02566-1,Osaka University,
73,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185960948,SCOPUS_ID:85185960948,2-s2.0-85185960948,Libertellenone C attenuates oxidative stress and neuroinflammation with the capacity of NLRP3 inhibition,Cao J.,Natural Products and Bioprospecting,21922209,10.1007/s13659-024-00438-y,Tongji Medical College of Huazhong University of Science and Technology,
74,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185959322,SCOPUS_ID:85185959322,2-s2.0-85185959322,Privacy-Preserving Classification on Deep Learning with Exponential Mechanism,Ju Q.,International Journal of Computational Intelligence Systems,18756883,10.1007/s44196-024-00422-x,Henan University of Economics and Law,
75,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185955630,SCOPUS_ID:85185955630,2-s2.0-85185955630,Radiomics for residual tumour detection and prognosis in newly diagnosed glioblastoma based on postoperative [<sup>11</sup>C] methionine PET and T1c-w MRI,Shahzadi I.,Scientific Reports,20452322,10.1038/s41598-024-55092-8,"Universitätsklinikum Carl Gustav Carus Dresden, German Cancer Research Center",
76,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185952941,SCOPUS_ID:85185952941,2-s2.0-85185952941,Dynamic root microbiome sustains soybean productivity under unbalanced fertilization,Wang M.,Nature Communications,20411723,10.1038/s41467-024-45925-5,"CAS Center for Excellence in Molecular Plant Sciences / Institute of Plant Physiology and Ecology, University of Chinese Academy of Sciences",
77,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185946789,SCOPUS_ID:85185946789,2-s2.0-85185946789,Extracting interpretable features for pathologists using weakly supervised learning to predict p16 expression in oropharyngeal cancer,Adachi M.,Scientific Reports,20452322,10.1038/s41598-024-55288-y,"University of Tsukuba, National Cancer Center Hospital East",
78,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185943994,SCOPUS_ID:85185943994,2-s2.0-85185943994,Crop insect pest detection based on dilated multi-scale attention U-Net,Wang X.,Plant Methods,17464811,10.1186/s13007-024-01163-w,Xijing University,
79,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185943371,SCOPUS_ID:85185943371,2-s2.0-85185943371,Tailoring Classical Conditioning Behavior in TiO<inf>2</inf> Nanowires: ZnO QDs-Based Optoelectronic Memristors for Neuromorphic Hardware,Wang W.,Nano-Micro Letters,21505551,10.1007/s40820-024-01338-z,"University of Jinan, Kwangwoon University",
80,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185938020,SCOPUS_ID:85185938020,2-s2.0-85185938020,Assessing urban livability in Shanghai through an open source data-driven approach,Long Y.,npj Urban Sustainability,26618001,10.1038/s42949-024-00146-z,The University of Tokyo,
81,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185936317,SCOPUS_ID:85185936317,2-s2.0-85185936317,Creation and environmental applications of 15-year daily inundation and vegetation maps for Siberia by integrating satellite and meteorological datasets,Mizuochi H.,Progress in Earth and Planetary Science,21974284,10.1186/s40645-024-00614-1,"Geological Survey of Japan, The University of Tokyo, Nagoya University",
82,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185933156,SCOPUS_ID:85185933156,2-s2.0-85185933156,Integrated visual transformer and flash attention for lip-to-speech generation GAN,Yang Q.,Scientific Reports,20452322,10.1038/s41598-024-55248-6,Xi'an Polytechnic University,
83,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185932675,SCOPUS_ID:85185932675,2-s2.0-85185932675,Speech emotion recognition via graph-based representations,Pentari A.,Scientific Reports,20452322,10.1038/s41598-024-52989-2,Institute of Computer Science,
84,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185930748,SCOPUS_ID:85185930748,2-s2.0-85185930748,Photonic neuromorphic architecture for tens-of-task lifelong learning,Cheng Y.,Light: Science and Applications,20477538,10.1038/s41377-024-01395-4,"Beijing National Research Center for Information Science and Technology, Tsinghua University",
85,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185929903,SCOPUS_ID:85185929903,2-s2.0-85185929903,"Augmented interpretation of HER2, ER, and PR in breast cancer by artificial intelligence analyzer: enhancing interobserver agreement through a reader study of 201 cases",Jung M.,Breast Cancer Research,1465542X,10.1186/s13058-024-01784-y,Yonsei University College of Medicine,
86,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185929504,SCOPUS_ID:85185929504,2-s2.0-85185929504,Functional characterization of NBS-LRR genes reveals an NBS-LRR gene that mediates resistance against Fusarium wilt,Cao Y.,BMC Biology,17417007,10.1186/s12915-024-01836-x,"Wuchang University of Technology, Wuhan Botanical Garden, Central South University of Forestry and Technology",
87,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185921055,SCOPUS_ID:85185921055,2-s2.0-85185921055,Association of the blood levels of specific volatile organic compounds with nonfatal cardio-cerebrovascular events in US adults,Jing L.,BMC Public Health,14712458,10.1186/s12889-024-18115-7,China Medical University Shenyang,
88,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185918449,SCOPUS_ID:85185918449,2-s2.0-85185918449,Frequency-specific and periodic masking of peripheral characters by delayed foveal input,Goktepe N.,Scientific Reports,20452322,10.1038/s41598-024-51710-7,Philipps-Universität Marburg,
89,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185916472,SCOPUS_ID:85185916472,2-s2.0-85185916472,"Precise genome-editing in human diseases: mechanisms, strategies and applications",Zheng Y.,Signal Transduction and Targeted Therapy,20593635,10.1038/s41392-024-01750-2,West China Second University Hospital,
90,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185916289,SCOPUS_ID:85185916289,2-s2.0-85185916289,Increased reliance on temporal coding when target sound is softer than the background,Alamatsaz N.,Scientific Reports,20452322,10.1038/s41598-024-54865-5,"Newark College of Engineering, Rutgers University-Newark",
91,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185915693,SCOPUS_ID:85185915693,2-s2.0-85185915693,Using transfer learning-based plant disease classification and detection for sustainable agriculture,Shafik W.,BMC Plant Biology,14712229,10.1186/s12870-024-04825-y,Universiti Brunei Darussalam,
92,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185915430,SCOPUS_ID:85185915430,2-s2.0-85185915430,S-nitrosothiol homeostasis maintained by ADH5 facilitates STING-dependent host defense against pathogens,Jia M.,Nature Communications,20411723,10.1038/s41467-024-46212-z,"Qilu Hospital of Shandong University, Shandong University",
93,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185913298,SCOPUS_ID:85185913298,2-s2.0-85185913298,Neurocognitive responses to spatial design behaviors and tools among interior architecture students: a pilot study,Şekerci Y.,Scientific Reports,20452322,10.1038/s41598-024-55182-7,Antalya Bilim University,
94,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185906249,SCOPUS_ID:85185906249,2-s2.0-85185906249,"Binary decisions of artificial intelligence to classify third molar development around the legal age thresholds of 14, 16 and 18 years",Franco A.,Scientific Reports,20452322,10.1038/s41598-024-55497-5,"Faculdade São Leopoldo Mandic, Sechenov First Moscow State Medical University",
95,Pattern Recognition,https://api.elsevier.com/content/abstract/scopus_id/85185904007,SCOPUS_ID:85185904007,2-s2.0-85185904007,Comprehensive linear and nonlinear analysis of the effects of spinning on dynamic balancing ability in Hungarian folk dancers,Pálya Z.,"BMC Sports Science, Medicine and Rehabilitation",20521847,10.1186/s13102-024-00850-4,Budapest University of Technology and Economics,
